Dates,CLOSE_SPY,OPEN,HIGH,LOW,VOLUME,CLOSE_GLD,CLOSE_FXY,CLOSE_T10Y2Y,CLOSE_TED,CLOSE_USO,CLOSE_UUP,CLOSE_VIX,CLOSE_VWO
2010-01-27,109.83,109.17,110.08,108,271863625,106.528,110.2,2.3135,0.17,36.08,23.23,23.14,38.79
2010-01-28,108.57,110.19,110.25,108,316104000,106.48,110.4,2.3168,0.17,36.16,23.27,23.73,38.64
2010-01-29,107.39,109.04,109.8,107,310677594,105.96,109.96,2.3186,0.17,35.64,23.45,24.62,38.24
2010-02-01,109.06,108.15,109.07,108,187864891,108.35,109.44,2.386,0.15,36.72,23.35,22.59,39.339
2010-02-02,110.38,109.26,110.59,109,216327906,109.13,109.79,2.3898,0.15,37.528,23.27,21.48,39.53
2010-02-03,109.83,109.88,110.482,110,172730594,108.7,109.04,2.3889,0.15,37.65,23.4,21.6,39.42
2010-02-04,106.44,108.98,109.03,106,356715594,104.37,111.6,2.3334,0.16,35.8,23.55,26.08,37.62
2010-02-05,106.66,106.56,106.88,105,493585781,104.68,111,2.258,0.15,35.21,23.65,26.11,37.55
2010-02-08,105.89,106.74,107.33,106,224166797,104.04,111.07,2.2439,0.13,35.09,23.64,26.51,36.85
2010-02-09,107.22,107.13,108.15,106,337820406,105.41,110.73,2.2752,0.13,36.21,23.49,26,37.98
2010-02-10,107.01,107.05,107.6,106,240511500,105.12,110.26,2.2777,0.14,36.51,23.56,25.4,37.86
2010-02-11,108.13,106.87,108.25,106,223591500,107.13,110.59,2.2597,0.14,36.78,23.55,23.96,38.79
2010-02-12,108.04,106.99,108.101,107,304622031,107.04,110.22,2.2484,0.15,36.31,23.63,22.73,38.36
2010-02-16,109.74,108.86,109.85,108,159317406,109.62,110.05,2.2517,0.15,37.79,23.43,22.25,39.34
2010-02-17,110.26,110.27,110.41,110,168844984,109.25,108.78,2.2897,0.15,37.97,23.65,21.72,39.49
2010-02-18,110.91,110.08,111.14,110,193708500,109.98,108.67,2.3294,0.15,38.73,23.65,20.63,39.57
2010-02-19,111.14,110.62,111.57,110,222684797,109.47,108.28,2.2819,0.14,39.09,23.72,20.02,39.31
2010-02-22,111.16,111.55,111.58,111,132346797,109.07,108.89,2.2619,0.14,39.03,23.68,19.94,39.33
2010-02-23,109.81,110.86,111.2,110,207496891,107.89,110.02,2.2064,0.13,38.33,23.81,21.37,38.45
2010-02-24,110.82,110.14,111,110,176350594,107.36,109.99,2.1968,0.13,38.99,23.76,20.27,38.93
2010-02-25,110.67,109.24,110.75,109,259634703,108.31,111.35,2.1622,0.12,38.11,23.71,20.1,38.62
2010-02-26,110.74,110.77,111.12,110,173589203,109.43,111.65,2.1568,0.12,38.82,23.64,19.5,38.9614
2010-03-02,112.2,112.37,112.74,112,160992406,111.02,111.83,2.1697,0.11,38.8,23.65,19.06,40.06
2010-03-03,112.3,112.49,112.97,112,150784891,111.63,112.2,2.1761,0.11,39.4,23.51,18.83,40.16
2010-03-04,112.641,112.45,112.8,112,135770406,110.83,111.3,2.1798,0.11,39.15,23.64,18.72,39.9
2010-03-05,114.25,113.37,114.34,113,176118797,110.81,109.75,2.2246,0.1,39.85,23.63,17.42,41.06
2010-03-08,114.27,114.26,114.52,114,114631102,109.88,109.85,2.2401,0.09,39.79,23.62,17.79,41.05
2010-03-09,114.46,113.93,114.99,114,154556703,109.718,110.23,2.242,0.1,39.55,23.66,17.92,41.22
2010-03-10,114.97,114.51,115.275,114,186088797,108.47,109.56,2.2527,0.11,39.9,23.62,18.57,41.3
2010-03-11,115.45,114.7,115.48,114,160875812,108.6,109.54,2.2549,0.1,40.05,23.57,18.06,41.46
2010-03-12,115.46,115.95,115.97,115,162074797,107.95,109.63,2.2729,0.11,39.51,23.42,17.58,41.35
2010-03-15,115.49,115.26,115.575,115,146816797,108.36,109.6,2.2586,0.09,38.83,23.55,18,41.07
2010-03-16,116.41,115.81,116.52,115,168672984,110.4,109.92,2.249,0.1,39.79,23.38,17.69,41.55
2010-03-17,117.1,116.76,117.48,116,177468094,109.59,109.88,2.2545,0.12,40.23,23.39,16.91,41.97
2010-03-18,117.038,117.11,117.27,117,196508984,110.34,109.77,2.2275,0.11,39.92,23.55,16.62,41.7
2010-03-19,115.97,116.96,117.293,116,226641109,108.28,109.54,2.2098,0.12,39.2,23.71,16.97,41.29
2010-03-22,116.593,115.31,116.8,115,184477703,107.75,110.01,2.1931,0.13,39.56,23.65,16.87,41.39
2010-03-23,117.41,116.76,117.51,116,182941594,108.32,109.67,2.2111,0.14,39.7,23.73,16.35,41.72
2010-03-24,116.84,116.97,117.426,116,196183297,106.3,107.59,2.2496,0.14,38.94,24.05,17.55,41.16
2010-03-25,116.65,117.63,118.167,117,223396297,106.78,106.94,2.2591,0.15,38.9,24.13,18.4,40.9475
2010-03-26,116.582,116.87,117.42,116,205808500,108.59,107.21,2.2403,0.15,38.83,23.96,17.77,41.24
2010-03-29,117.32,117.17,117.53,117,134513500,108.75,107.25,2.2226,0.14,39.96,23.84,17.59,41.99
2010-03-30,117.4,117.46,117.83,117,145772406,107.97,106.85,2.2183,0.13,39.95,23.93,17.13,42.13
2010-03-31,117,116.95,117.52,117,161078703,108.95,106.05,2.2591,0.13,40.29,23.8,17.59,42.15
2010-04-01,117.8,117.8,118.25,117,161215203,110.26,105.6,2.2685,0.13,41.24,23.66,17.47,43.16
2010-04-06,119.04,118.42,119.25,118,110384094,111.03,105.8,2.3294,0.12,42.02,23.85,16.23,43.68
2010-04-07,118.36,118.8,119.357,118,184576297,112.49,106.28,2.3385,0.13,41.52,23.9,16.62,43.338
2010-04-08,118.773,117.95,118.97,118,158704000,112.65,106.19,2.3406,0.12,41.44,23.88,16.48,43.45
2010-04-09,119.55,119.02,119.6,119,133006500,113.64,106.4,2.3416,0.14,41.17,23.7,16.14,43.68
2010-04-12,119.74,119.7,120.05,120,110278898,113.01,106.3,2.3478,0.14,40.93,23.6,15.58,43.32
2010-04-13,119.83,119.62,120.04,119,125125000,112.69,106.39,2.3282,0.14,40.89,23.6,16.2,43.29
2010-04-14,121.19,120.27,121.19,120,161608984,113.03,106.38,2.3497,0.14,41.76,23.48,15.59,43.97
2010-04-15,121.29,120.99,121.565,121,144615203,113.65,106.53,2.3624,0.14,41.71,23.57,15.89,43.7
2010-04-16,119.36,120.86,121.285,119,366879719,111.24,107.64,2.3361,0.15,40.6,23.65,18.36,42.55
2010-04-19,119.81,119.01,119.93,118,217947812,111.15,107.29,2.3276,0.15,40.11,23.69,17.34,42.35
2010-04-20,120.88,120.56,120.98,120,157707906,111.46,106.41,2.3434,0.15,40.3,23.73,15.73,42.84
2010-04-21,120.66,120.95,121.23,120,192910094,112.31,106.34,2.342,0.16,40.27,23.78,16.32,42.67
2010-04-22,121.02,119.81,121.17,119,239188609,111.84,105.89,2.3406,0.16,40.3,23.89,16.47,42.86
2010-04-23,121.813,120.94,121.86,121,177335391,113.19,105.44,2.3758,0.16,40.95,23.84,16.62,43.08
2010-04-26,121.35,121.85,122.12,121,143457203,112.75,105.44,2.3754,0.16,40.35,23.83,17.47,43.1
2010-04-27,118.48,120.65,121.335,118,355853781,114.63,106.42,2.3336,0.17,39.37,24.12,22.81,41.57
2010-04-28,119.38,119.05,119.68,118,300677594,114.31,105.32,2.3916,0.18,39.97,24.11,21.08,41.98
2010-04-29,120.858,120.1,121.11,120,193774891,114.28,105.35,2.4337,0.17,41.04,24,18.44,42.6
2010-04-30,118.813,120.88,121.01,119,270000906,115.36,105.55,2.3986,0.19,41.33,23.96,22.05,42.06
2010-05-04,117.52,119.01,119.03,117,360353406,114.87,104.94,2.3219,0.19,39.7,24.38,23.84,40.58
2010-05-06,112.942,116.26,117,105,647356500,118.486,109.77,2.1614,0.26,36.96,24.8119,32.8,38.372
2010-05-07,111.26,112.64,113.77,109,637558750,118.27,108.43,2.1522,0.3,36.31,24.7,40.95,38.41
2010-05-10,116.16,115.81,116.65,115,396159500,117.57,106.29,2.2365,0.26,37.23,24.64,28.84,40.93
2010-05-11,115.83,115.07,117.36,115,317849688,120.656,106.86,2.2555,0.26,36.76,24.75,28.32,40.21
2010-05-12,117.45,116.29,117.62,116,235607016,121.4,106.345,2.3218,0.27,36.77,24.82,25.52,40.77
2010-05-13,115.99,117.13,117.68,116,234456094,120.56,106.86,2.2819,0.28,36.13,24.96,26.68,40.37
2010-05-14,113.89,115.12,115.33,113,345602125,120.37,107.36,2.229,0.29,34.81,25.19,31.24,39.67
2010-05-17,113.95,114.2,114.52,112,325944000,119.36,107.12,2.2063,0.3,33.88,25.19,30.84,39.48
2010-05-18,112.4,114.88,115.22,112,360595906,119.49,107.32,2.1524,0.29,33.47,25.46,33.55,38.63
2010-05-19,111.76,111.77,112.77,110,394759500,116.63,108.32,2.0823,0.31,33.51,25.22,35.32,38.15
2010-05-20,107.54,109.38,109.89,107,530423625,115.84,110.57,1.9227,0.31,32.2,25.09,45.79,36.42
2010-05-24,107.71,108.52,109.39,108,269823000,116.84,109.62,1.9647,0.34,32.17,25.23,38.32,37
2010-05-25,107.818,105.11,107.87,104,396505094,117.36,109.93,1.9003,0.37,31.85,25.3,34.61,36.66
2010-05-26,107.17,108.48,109.47,107,349719281,118.47,110.17,1.9539,0.37,32.59,25.47,35.02,36.66
2010-05-27,110.76,109.19,110.8,109,300870500,118.69,108.94,2.061,0.37,34.31,25.2,29.68,38.78
2010-05-28,109.369,110.64,110.724,109,297933406,118.881,108.98,2.0503,0.38,34.039,25.34,32.07,38.2
2010-06-01,107.53,108.35,109.95,107,277909406,119.91,108.85,1.9994,0.38,33.18,25.35,35.54,37.52
2010-06-03,110.71,110.65,111.06,110,226618297,117.96,106.95,2.0779,0.4,34.26,25.47,29.46,38.69
2010-06-04,106.82,108.61,109.33,106,398475594,119.19,108.07,1.9775,0.4,32.68,25.77,35.48,37.41
2010-06-07,105.49,107.2,107.61,105,264609094,121.49,108.2,1.9318,0.42,32.59,25.83,36.57,36.89
2010-06-08,106.62,105.57,106.83,105,357774312,121.0025,108.44,1.9434,0.42,33.19,25.75,33.7,37.69
2010-06-09,106.05,107.24,108.28,106,268023281,120.56,108.66,1.9407,0.44,33.95,25.65,33.73,37.43
2010-06-10,109.15,107.86,109.28,106,317890594,118.975,108.51,2.0116,0.44,34.77,25.38,30.57,38.6
2010-06-11,109.68,108.19,109.75,108,214128094,120.01,108.04,1.9856,0.46,34.23,25.46,28.79,38.87
2010-06-14,109.509,110.52,111.12,109,207196000,119.6,108.31,1.9938,0.47,34.33,25.23,28.58,38.84
2010-06-15,112,110.28,112.1,110,238268703,120.99,108.4,2.0249,0.45,35.23,25.02,25.87,40.02
2010-06-16,111.96,111.42,112.42,111,216373906,120.33,108.42,2.015,0.44,35.49,25.1,25.92,39.97
2010-06-17,112.14,112.28,112.33,111,263185688,121.9,108.92,2.0164,0.45,35.14,24.95,25.05,39.83
2010-06-18,111.729,111.83,112.13,111,174006500,122.83,109.17,2.0187,0.43,35.41,24.94,23.95,40.06
2010-06-21,111.41,113.12,113.2,111,213140609,120.39,108.855,2.0427,0.42,35.33,25.03,24.88,40.8
2010-06-22,109.57,111.41,111.9,109,239355297,121.45,109.65,1.9918,0.41,35,25.07,27.05,40.03
2010-06-23,109.23,109.64,110.03,108,254698703,120.95,110.22,1.963,0.41,34.24,24.97,26.91,40.21
2010-06-24,107.42,108.69,108.83,107,268692094,121.3,110.7,1.947,0.41,34.39,24.97,29.74,39.61
2010-06-25,107.868,107.74,108.42,107,238726500,122.76,111,1.9482,0.4,35.66,24.83,28.53,40.05
2010-06-28,107.53,108.03,108.32,107,169333203,121.09,110.82,1.9029,0.36,35.21,24.96,29,39.84
2010-06-29,104.21,106.02,107.511,104,373760375,121.27,111.87,1.8676,0.38,34.17,25.08,34.13,38.31
2010-06-30,103.22,103.92,104.88,103,284101688,121.68,112.09,1.8443,0.35,33.96,25.06,34.54,37.99
2010-07-01,102.76,103.15,103.49,101,382924812,117.04,113.13,1.7749,0.36,32.87,24.6,32.86,38.22
2010-07-02,102.2,103.11,103.42,102,233385109,118.49,112.86,1.7659,0.36,32.6,24.57,30.12,38.3
2010-07-06,102.87,103.64,104.37,102,256936406,116.51,113.19,1.7219,0.36,32.61,24.49,29.65,38.96
2010-07-07,106.108,103.13,106.24,103,253769703,117.73,112.85,1.7383,0.37,33.65,24.41,26.84,39.72
2010-07-08,107.16,107,107.28,106,210842000,117.21,112.09,1.8136,0.38,34.23,24.38,25.71,39.98
2010-07-09,107.96,107.13,107.97,107,144999906,118.36,111.74,1.8423,0.37,34.34,24.44,24.98,40.48
2010-07-12,108.03,107.6,108.24,107,131283500,117.34,111.77,1.8358,0.37,33.78,24.51,24.43,40.17
2010-07-13,109.66,109.15,110.09,109,213025906,118.36,111.98,1.885,0.38,34.74,24.3,24.56,40.65
2010-07-14,109.651,109.31,110.08,109,184426703,118.3,112.2,1.8513,0.38,34.66,24.25,24.89,40.59
2010-07-15,109.68,109.61,110.06,108,232337906,118.23,113.28,1.8054,0.37,34.58,23.97,25.14,40.49
2010-07-16,106.66,109.09,109.206,106,282693312,116.67,114.29,1.7219,0.37,34.16,24.01,26.25,39.37
2010-07-19,107.29,107.05,107.63,106,186708984,115.73,114.04,1.7069,0.35,34.46,24.03,25.97,39.87
2010-07-20,108.48,105.87,108.56,106,258162297,116.65,113.25,1.7105,0.35,34.82,24.07,23.93,40.63
2010-07-21,107.07,109.04,109.07,107,264527000,115.85,113.8,1.7125,0.35,34.2,24.23,25.64,40.27
2010-07-22,109.461,108.34,109.94,108,274781312,116.863,113.955,1.7477,0.34,35.42,24.03,24.63,41.32
2010-07-23,110.41,109.24,110.57,109,222020797,116.09,113.36,1.7664,0.33,35.39,23.99,23.47,41.65
2010-07-26,111.56,110.6,111.67,110,182126500,115.52,113.96,1.7798,0.33,35.35,23.86,22.73,41.91
2010-07-27,111.55,112.17,112.29,111,204855500,113.51,112.595,1.8046,0.33,34.67,23.9,23.19,41.81
2010-07-28,110.83,111.32,111.66,110,163056188,113.78,113.23,1.7916,0.33,34.36,23.89,24.25,41.61
2010-07-29,110.29,111.52,111.82,109,220148984,114.288,114.02,1.7883,0.32,35.06,23.73,24.13,41.73
2010-07-30,110.27,109.17,110.86,109,220070500,115.49,114.6,1.7691,0.3,35.34,23.74,23.5,41.87
2010-08-02,112.76,111.99,112.94,112,188263203,115.54,114.5,1.8344,0.28,36.48,23.52,22.01,42.959
2010-08-03,112.22,112.48,112.77,112,146657203,115.99,115.39,1.833,0.27,36.91,23.42,22.63,42.75
2010-08-04,112.97,112.53,113.11,112,158171594,116.72,114.78,1.8296,0.26,36.9,23.55,22.21,42.89
2010-08-05,112.85,112.25,112.91,112,140473703,116.98,115.37,1.8296,0.27,36.71,23.47,22.1,42.74
2010-08-06,112.392,111.74,112.57,111,239728297,117.84,115.96,1.7802,0.26,36.2,23.35,21.74,42.64
2010-08-09,112.992,112.92,113.18,112,120800398,117.4,115.29,1.7881,0.25,36.53,23.47,22.14,42.88
2010-08-10,112.375,112.03,112.98,111,242916188,117.73,116.01,1.7975,0.25,35.87,23.52,22.37,42.28
2010-08-11,109.3,110.65,110.69,109,273408188,117.34,115.99,1.7404,0.23,34.74,23.93,25.39,41.03
2010-08-12,108.63,107.65,109.02,108,239542500,118.77,115.28,1.6807,0.22,33.92,24.01,25.73,41.07
2010-08-13,108.31,108.29,108.96,108,158698500,118.74,114.75,1.6467,0.22,33.79,24.11,26.24,41.31
2010-08-16,108.26,107.57,108.61,107,147895297,119.73,116.06,1.6048,0.2,33.61,23.96,26.1,41.64
2010-08-17,109.59,109.19,110.39,109,172270203,119.75,115.82,1.621,0.18,33.87,23.88,24.33,42.1
2010-08-18,109.79,109.54,110.38,109,182922000,120.22,115.85,1.6028,0.19,33.68,23.91,24.59,42.03
2010-08-19,107.88,109.22,109.49,107,265847594,120.39,116.06,1.5809,0.18,33.25,23.96,26.44,41.73
2010-08-20,107.53,107.56,107.938,107,209714094,119.97,115.62,1.5938,0.18,32.95,24.13,25.49,41.68
2010-08-23,107.124,108.04,108.57,107,163490297,119.78,116.17,1.5764,0.16,32.43,24.18,25.66,41.31
2010-08-24,105.53,105.95,106.39,105,280795594,120.36,117.63,1.5139,0.15,31.77,24.14,27.46,40.86
2010-08-25,105.94,104.95,106.34,104,272330688,121.36,116.885,1.5682,0.14,32.37,24.18,26.7,40.68
2010-08-26,105.23,106.44,106.58,105,224492703,120.96,117.28,1.5735,0.14,32.62,24.03,27.37,40.39
2010-08-27,106.86,105.89,106.97,104,272704094,121.01,115.99,1.6266,0.15,33.57,24.07,24.45,41.21
2010-08-31,105.31,104.92,105.98,104,273933000,122.08,117.83,1.5487,0.16,31.92,24.12,26.05,40.8
2010-09-01,108.46,106.73,108.61,107,267834906,121.69,117.3,1.5815,0.17,32.95,23.93,23.89,42.16
2010-09-02,109.47,108.72,109.49,108,156112094,122.29,117.53,1.6201,0.15,33.39,23.91,23.19,42.18
2010-09-03,110.89,110.54,110.99,110,212197297,121.86,117.28,1.6745,0.15,33.09,23.79,21.31,42.65
2010-09-07,109.64,110.37,110.51,110,141973703,122.7,118.18,1.6542,0.15,32.77,24.04,23.8,42.07
2010-09-08,110.41,109.86,110.85,110,150268891,122.71,117.96,1.6677,0.15,33.14,23.96,23.25,42.5
2010-09-09,110.92,111.65,111.68,111,147017906,121.56,118.11,1.7513,0.15,32.89,23.96,22.81,42.71
2010-09-10,111.482,111.12,111.61,111,127819000,121.73,117.56,1.8142,0.15,33.77,23.98,21.99,42.93
2010-09-13,112.72,112.58,112.95,112,178503500,121.62,118.32,1.8476,0.14,34.03,23.72,21.21,43.83
2010-09-14,112.65,112.5,113.29,112,209823594,124.024,119.13,1.782,0.14,33.89,23.52,21.56,43.85
2010-09-15,113.08,112.32,113.21,112,168608297,123.94,115.63,1.7927,0.14,33.49,23.62,22.1,43.88
2010-09-16,113.05,112.73,113.12,112,199962891,124.63,115.3,1.8049,0.13,32.98,23.54,21.72,43.68
2010-09-17,112.49,113.04,113.15,112,195836797,124.5425,115.34,1.7832,0.13,32.65,23.6,22.01,43.66
2010-09-20,114.21,112.88,114.46,113,214786703,124.87,115.4,1.7898,0.12,33.219,23.57,21.5,44.36
2010-09-24,114.82,113.75,114.9,114,209671703,126.69,117.46,1.8378,0.14,33.4,22.97,21.71,44.87
2010-09-27,114.27,114.86,114.99,114,128799508,126.72,117.5,1.7798,0.13,33.24,23,22.54,44.78
2010-09-28,114.67,114.42,115.04,113,209207391,127.85,117.9,1.8207,0.13,33.19,22.88,22.6,45.08
2010-09-29,114.47,114.38,114.91,114,179665703,127.95,118.315,1.8117,0.13,33.94,22.84,23.25,45.24
2010-09-30,114.13,115.05,115.79,114,287106594,127.91,118.57,1.8174,0.13,34.84,22.84,23.7,45.46
2010-10-01,114.61,114.99,115.12,114,174638594,128.91,118.8,1.8177,0.13,35.63,22.65,22.5,46.17
2010-10-04,113.75,114.37,114.85,113,166153203,128.46,118.64,1.8048,0.16,35.59,22.75,23.53,46.13
2010-10-05,116.04,114.8,116.32,115,229634094,130.99,118.91,1.8718,0.17,36.09,22.56,21.76,46.81
2010-10-06,116.03,116.02,116.33,116,148626500,131.81,119.33,1.9384,0.16,36.28,22.45,21.49,46.9
2010-10-07,115.89,116.5,116.53,115,164860000,130.37,120.09,1.9181,0.16,35.46,22.48,21.56,46.45
2010-10-08,116.538,116.05,116.86,116,177760094,131.66,120.54,1.9873,0.17,36.15,22.4,20.71,46.94
2010-10-12,117.01,116.27,117.35,116,182210000,131.96,120.86,1.9827,0.16,35.65,22.42,18.93,46.725
2010-10-13,117.92,117.66,118.55,117,194347109,134.07,121.03,2.0647,0.16,36.16,22.36,19.07,47.46
2010-10-14,117.46,117.81,118.01,117,217764297,134.75,121.47,2.1412,0.15,36,22.21,19.88,47.52
2010-10-15,117.7,118.28,118.35,117,243704891,133.68,121.51,2.1344,0.15,35.47,22.34,19.03,47.42
2010-10-18,118.28,117.74,118.67,117,141502203,134.28,121.86,2.0808,0.14,36.28,22.32,19.09,47.39
2010-10-19,116.73,117.19,117.85,116,280604719,130.11,121.35,2.0755,0.15,34.62,22.7,20.63,45.93
2010-10-20,117.87,116.94,118.44,117,200051703,131.32,121.88,2.0604,0.15,35.59,22.39,19.79,46.71
2010-10-21,118.13,118.4,119.09,117,221546094,129.47,121.59,2.1113,0.16,34.85,22.47,19.27,46.6625
2010-10-22,118.347,118.31,118.53,118,108212305,129.73,121.58,2.124,0.16,35.49,22.47,18.78,46.78
2010-10-25,118.7,119.14,119.76,119,151145703,130.85,122.47,2.1708,0.15,35.57,22.37,19.85,47.29
2010-10-26,118.72,118.1,118.84,118,158982891,130.88,121.38,2.1828,0.15,35.68,22.52,20.22,47.29
2010-10-27,118.38,117.89,118.51,117,190024000,129.52,121.06,2.1649,0.15,35.42,22.65,20.71,46.51
2010-10-28,118.4,119.06,119.11,118,168576000,131.24,122.09,2.1586,0.16,35.39,22.41,20.88,46.75
2010-10-29,118.49,118.28,118.72,118,144305500,132.62,122.925,2.1518,0.17,35.17,22.37,21.2,46.87
2010-11-01,118.53,119.07,119.75,118,174074703,131.92,122.74,2.1883,0.16,35.81,22.41,21.83,47.36
2010-11-02,119.475,119.42,119.75,119,158345906,132.49,122.62,2.1742,0.16,36.27,22.245,21.57,47.92
2010-11-03,119.95,119.675,120.02,118,226702797,131.57,121.91,2.1565,0.16,36.74,22.14,19.56,48.25
2010-11-04,122.26,121.28,122.32,120,215039297,136.03,122.67,2.0802,0.16,37.49,21.97,18.52,49.32
2010-11-05,122.725,122.34,122.92,122,180654094,136.38,121.63,2.1017,0.16,37.65,22.18,18.26,49.24
2010-11-08,122.49,122.34,122.69,122,155901594,137.78,121.87,2.1107,0.16,37.53,22.305,18.29,49
2010-11-09,121.61,122.82,122.95,121,186621594,135.59,120.86,2.1241,0.16,37.05,22.5,19.08,48.47
2010-11-10,122.1,121.58,122.16,121,221387391,137.24,120.2,2.1217,0.16,38.04,22.48,18.47,48.73
2010-11-12,120.198,120.82,121.35,120,239068797,133.69,120,2.0911,0.15,36.47,22.61,20.61,47.22
2010-11-15,120.03,120.58,121.05,120,163940703,132.42,118.88,2.0862,0.14,36.5,22.79,20.2,47.16
2010-11-16,118.16,119.29,119.49,118,300331906,130.968,118.72,2.018,0.13,35.45,22.92,22.58,45.9
2010-11-17,118.218,118.21,118.71,118,172308797,130.38,118.68,2.0867,0.14,34.73,22.9,21.76,46.1
2010-11-18,119.958,119.36,120.39,119,197723703,132.088,118.45,2.1128,0.13,35.5,22.74,18.75,47.15
2010-11-19,120.29,119.9,120.34,119,156852797,132.2,118.51,2.1298,0.14,35.22,22.67,18.04,47.21
2010-11-22,120.19,119.69,120.24,119,181592188,133.48,118.8,2.1327,0.13,35.05,22.735,18.37,47.11
2010-11-23,118.448,118.77,119.015,118,222308891,134.41,118.92,2.1047,0.13,34.95,23.04,20.63,45.6
2010-11-24,120.2,119.2,120.23,119,140159016,134.18,118.3,2.1549,0.13,36.08,23.07,19.56,46.605
2010-11-26,118.8,119.16,119.81,119,76007695,133.11,117.68,2.1381,0.13,35.97,23.21,22.22,45.6
2010-11-29,119.162,118.5,119.48,118,223642203,133.508,117.43,2.1309,0.12,36.78,23.35,21.53,45.86
2010-11-30,118.493,117.98,119.17,118,233930594,135.42,118.16,2.1071,0.13,36.04,23.5,23.54,45.54
2010-12-01,121.01,120.2,121.24,120,221037109,135.38,117.52,2.1664,0.14,37.2,23.3,21.36,46.91
2010-12-02,122.56,121.2,122.65,121,191213594,135.2,117.87,2.1881,0.14,37.77,23.16,19.39,47.65
2010-12-03,122.89,122.14,123.03,122,151288797,138.07,119.56,2.1954,0.16,38.31,22.88,18.01,47.81
2010-12-06,122.76,122.63,123.04,123,103050492,139.11,119.65,2.1854,0.15,38.22,22.99,18.02,47.79
2010-12-07,122.83,123.94,124.01,123,206580891,136.5,118.43,2.2424,0.16,37.8,23.09,17.99,47.57
2010-12-08,123.28,122.98,123.38,122,138019203,134.79,117.73,2.2077,0.15,37.96,23.1,17.74,47.28
2010-12-09,123.76,123.97,124.02,123,123705000,135.37,118.13,2.1498,0.16,37.94,23.12,17.25,47.17
2010-12-10,124.48,124.14,124.6,124,117571602,135.408,117.77,2.1737,0.17,37.66,23.12,17.61,47.38
2010-12-13,124.56,125.05,125.2,125,133812594,136.05,118.51,2.2027,0.15,37.89,22.87,17.55,47.63
2010-12-14,124.67,124.75,125.23,124,147249500,136.18,118.12,2.2356,0.15,37.9,22.91,17.61,47.6775
2010-12-15,124.098,124.44,124.93,124,160823016,134.7,117.36,2.3237,0.16,37.99,23.15,17.94,46.98
2010-12-16,124.82,124.18,124.91,124,185035203,133.81,117.66,2.3105,0.17,37.765,23.09,17.39,47.25
2010-12-17,124.3,124.08,124.46,124,141075297,134.2,117.9,2.286,0.19,37.81,23.19,16.11,47.2075
2010-12-20,124.6,124.64,124.9,124,119085508,135.11,118.07,2.2839,0.16,38.05,23.24,16.41,47.07
2010-12-21,125.39,124.99,125.47,125,94965438,135.32,118.08,2.2858,0.16,38.29,23.29,16.49,47.68
2010-12-22,125.78,125.48,125.82,125,78878086,135.05,118.33,2.3174,0.16,38.64,23.27,15.45,47.05
2010-12-23,125.6,125.64,125.78,125,70079281,134.66,119.18,2.3207,0.16,38.98,23.2,16.47,46.98
2010-12-29,125.92,125.98,126.2,126,58033039,137.71,121.11,2.2817,0.17,38.82,23,17.28,47.5
2010-12-30,125.72,125.8,126.13,126,76616852,137.03,121.2,2.2891,0.18,38.12,22.92,17.52,47.84
2011-01-04,126.98,127.33,127.37,126,137409703,134.75,120.47,2.3364,0.16,38.08,22.88,17.38,48.81
2011-01-05,127.64,126.58,127.725,126,133975297,134.37,118.72,2.409,0.16,38.52,23.11,17.02,48.63
2011-01-06,127.39,127.69,127.83,127,122519000,133.83,118.63,2.392,0.15,37.68,23.2875,17.4,48.2
2011-01-07,127.14,127.56,127.77,126,156034594,133.58,119.03,2.3504,0.16,37.67,23.3625,17.14,47.75
2011-01-10,126.98,126.58,127.16,126,122401602,134.12,119.48,2.3482,0.15,38.17,23.2825,17.54,47.26
2011-01-11,127.43,127.44,127.74,127,110287000,134.91,118.78,2.3938,0.15,38.88,23.265,16.89,47.79
2011-01-12,128.58,128.21,128.72,127,107929102,135.46,119.14,2.3961,0.15,38.99,23.0375,16.24,48.88
2011-01-13,128.368,128.63,128.69,128,129229102,134.05,119.37,2.3509,0.15,38.65,22.8,16.39,48.332
2011-01-14,129.3,128.19,129.33,128,117677906,132.69,119.09,2.3468,0.15,38.92,22.77,15.46,48.4575
2011-01-18,129.52,129.18,129.64,129,114401297,133.43,119.6,2.379,0.14,38.73,22.7475,15.87,48.45
2011-01-19,128.25,129.41,129.536,128,151958297,133.72,120.46,2.3631,0.14,38.54,22.61,17.31,48.05
2011-01-20,128.08,127.96,128.4,127,175745594,131.2,119.06,2.326,0.14,37.57,22.68,17.99,47.63
2011-01-21,128.37,128.88,129.17,128,151462891,131.03,119.69,2.2251,0.14,37.51,22.49,18.47,47.16
2011-01-24,129.1,128.285,129.25,128,113715508,130.36,119.83,2.2314,0.14,36.93,22.44,17.65,47.48
2011-01-25,129.17,128.76,129.28,128,167552188,130.1,120.16,2.2269,0.14,36.27,22.425,17.59,47.2
2011-01-26,129.67,129.49,130.05,129,141281406,131.16,120.105,2.2766,0.14,36.85,22.385,16.64,47.64
2011-01-27,129.99,129.7,130.21,129,123302602,127.925,119.24,2.241,0.15,35.94,22.35,16.15,47.48
2011-01-28,127.72,130.14,130.35,128,295637188,130.28,120.325,2.2515,0.15,37.58,22.49,20.04,46.01
2011-01-31,128.68,128.07,128.78,128,149249109,129.87,120.42,2.317,0.15,38.61,22.36,19.53,46.49
